"psraid","sample","int_date","lang","usr","cregion","state","form","sex","q1","q3","eminuse","intmob","intfreq","home4nw","bbhome1","bbhome2","bbhome3a","bbhome3b","bbhome3c","bbhome3d","bbhome3e","device1a","smart1","q4","bbsmart1","bbsmart2","bbsmart3a","bbsmart3b","bbsmart3c","bbsmart3d","bbsmart3e","bbsmart3f","bbsmart4","cable1","cable2","cable3a","cable3b","cable3c","act19","act87a","act87b","act137","q5a","q5b","q5c","q5d","q5e","q5f","date1a","date2a","date3a","date3b","date4a","date4b","date4c","date4d","date4e","date4f","game1","game2a","game2b","game2c","game2d","game2e","game2f","game3a","game3b","game4","emplnw","emptype1","emptype2","emptype3","stud","job1a","job1b","job1c","job1d","job1e","job1f","job2","job3a","job3b","job3c","job3d","job3e","job3f","job3g","job3h","job4","smjob1","smjob2a","smjob2b","smjob2c","smjob2d","smjob2e","smjob3","smjob4a","smjob4b","smjob4c","smjob4d","smjob4e","snsjob1a","snsjob1b","snsjob1c","snsjob2a","snsjob2b","job5a","job5b","job5c","job5d","auto1a","auto1b","auto1c","auto1d","auto1e","auto2","auto3","age","marital","hh1","par","kidage1","kidage2","kidage3","educ2","edinst","disa","party","partyln","ideo","hisp","birth_hisp","race","inc","ql1a","qc1","zipcode","weight","standwt"
101570,1,62215,1,"R",1,36,2,1,2,2,1,1,1,1,2,NA,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,3,3,1,3,1,1,2,1,1,2,2,5,3,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,5,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,3,4,4,4,4,1,2,21,2,2,2,NA,NA,NA,6,NA,2,2,NA,4,2,NA,1,1,NA,NA,13045,1.70967741935484,0.545855029020085
101571,1,70215,1,"S",2,26,2,2,4,3,2,2,NA,NA,NA,NA,1,1,1,1,1,1,8,12,2,2,1,1,NA,9,8,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,2,2,2,1,1,1,2,1,2,3,8,8,3,8,8,1,1,NA,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,59,1,1,2,NA,NA,NA,4,NA,1,1,NA,3,2,NA,5,1,NA,NA,49525,2.19354838709677,0.700342301384261
101572,1,62215,1,"R",2,20,2,2,2,3,2,2,NA,NA,NA,NA,3,3,3,3,3,2,NA,NA,2,2,2,2,NA,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,1,2,8,2,2,2,2,8,8,8,NA,2,3,2,5,3,4,5,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,4,4,4,4,4,1,77,5,1,1,0,0,1,7,NA,2,3,2,3,2,NA,1,3,2,NA,67401,1.74193548387097,0.55615418051103
101574,1,62215,1,"U",3,48,1,2,2,3,2,2,NA,NA,NA,NA,1,1,1,1,1,2,NA,NA,2,1,1,1,NA,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,1,2,2,1,1,1,2,8,1,1,NA,4,NA,NA,NA,3,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,61,6,4,9,NA,NA,NA,3,NA,2,2,NA,3,2,NA,2,3,2,NA,76704,7.16129032258065,2.28641163098979
101586,1,63015,2,"S",3,12,2,2,1,3,1,1,1,1,8,NA,1,3,3,3,3,2,NA,NA,1,2,1,1,NA,1,1,2,1,1,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,1,2,2,1,2,2,2,2,1,8,1,2,1,NA,2,3,2,5,3,4,1,3,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,1,1,3,1,3,1,1,2,2,27,2,3,1,1,0,0,2,NA,2,4,8,5,1,3,1,2,1,NA,33328,7.16129032258065,2.28641163098979
101589,1,62815,1,"S",2,17,2,2,1,3,1,1,3,1,2,NA,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,2,2,2,2,2,2,2,2,2,1,1,2,1,2,3,1,8,3,8,8,1,1,NA,1,5,2,2,3,1,1,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,4,4,4,4,4,2,2,61,1,2,2,NA,NA,NA,4,NA,2,1,NA,1,2,NA,1,6,NA,NA,60188,2.58064516129032,0.823932119275601
101611,1,62415,1,"R",2,31,1,1,2,2,1,1,1,1,2,NA,3,3,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,2,2,2,1,NA,NA,NA,2,2,2,2,1,1,2,2,2,2,2,2,3,3,2,3,8,1,2,NA,1,2,2,2,3,1,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,2,2,4,4,4,4,4,2,1,52,1,2,1,0,0,1,6,NA,2,3,1,2,2,NA,1,6,NA,NA,68465,1.38709677419355,0.442863514110635
101614,1,62715,1,"S",2,26,2,1,2,2,1,2,2,1,2,NA,2,2,8,8,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,2,2,2,2,NA,2,2,2,8,1,8,8,1,2,8,1,8,8,8,8,8,1,NA,2,8,2,1,3,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,4,4,4,4,4,2,2,75,1,2,2,NA,NA,NA,6,NA,2,1,NA,1,2,NA,1,98,NA,NA,48307,1.35483870967742,0.43256436261969
101616,1,62215,1,"S",1,34,2,2,1,3,1,1,3,1,2,NA,2,8,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,2,2,2,2,NA,2,2,2,2,8,8,2,1,2,8,8,8,8,8,8,8,1,NA,2,3,2,4,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,4,4,4,4,2,3,64,1,2,2,NA,NA,NA,8,NA,2,9,9,9,2,NA,1,6,NA,NA,8515,2.06451612903226,0.65914569542048
101623,1,62215,1,"S",1,25,1,2,2,2,1,2,2,1,2,NA,3,3,2,3,3,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,2,2,2,2,NA,NA,NA,2,NA,1,1,1,1,2,2,8,2,1,2,2,8,3,8,3,8,8,2,1,3,1,NA,3,2,2,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,4,4,4,2,4,3,8,65,3,1,2,NA,NA,NA,4,NA,2,3,8,3,2,NA,1,7,NA,NA,2356,1.51612903225806,0.484060120074415
101624,1,62215,1,"R",1,33,1,1,1,3,1,1,3,1,5,NA,3,1,1,8,8,1,1,NA,1,2,2,1,1,1,1,2,2,1,NA,NA,NA,NA,2,2,NA,2,2,2,1,NA,NA,NA,2,2,2,2,1,1,2,2,1,1,2,8,1,8,8,8,8,1,2,NA,2,4,2,3,3,2,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,2,3,4,3,1,3,79,2,2,2,NA,NA,NA,4,NA,2,1,NA,1,2,NA,1,98,NA,NA,3894,2.48387096774194,0.793034664802766
101625,1,62215,1,"S",2,18,2,1,2,2,2,2,NA,NA,NA,NA,2,1,1,2,2,1,8,4,2,1,8,2,NA,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,2,2,2,1,2,1,1,1,2,1,8,2,8,8,8,1,2,NA,1,6,2,1,3,3,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,4,4,4,2,2,2,63,1,3,2,NA,NA,NA,5,NA,2,2,NA,3,2,NA,1,7,NA,NA,46307,3.09677419354839,0.988718543130721
101632,1,62615,1,"U",2,27,2,1,1,2,1,1,2,1,2,NA,3,3,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,1,2,1,1,2,8,2,8,8,8,8,8,8,1,1,3,1,2,2,2,2,2,1,1,2,1,NA,3,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,3,2,2,2,2,2,2,2,1,2,2,1,2,1,1,4,4,4,4,4,2,3,26,1,4,1,0,2,0,3,NA,2,4,8,3,2,NA,1,2,NA,NA,55806,2.03225806451613,0.648846543929535
101639,1,62315,1,"U",3,48,2,1,2,4,1,2,5,1,2,NA,1,8,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,8,8,8,8,1,1,8,8,8,2,1,2,2,2,2,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,63,1,2,2,NA,NA,NA,6,NA,1,3,8,4,2,NA,5,3,2,NA,76712,5.2258064516129,1.66846254153309
101650,1,62315,1,"S",3,1,2,1,4,4,1,1,2,1,2,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,2,NA,NA,NA,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,3,2,3,8,2,2,2,4,NA,NA,NA,3,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47,3,2,1,0,1,1,4,NA,1,3,8,2,2,NA,1,3,NA,NA,35063,3.06451612903226,0.978419391639776
101674,1,62215,1,"S",3,37,1,2,1,3,1,2,3,1,2,NA,2,2,2,2,2,1,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,2,2,2,2,NA,NA,NA,2,NA,1,1,2,2,2,2,2,1,2,2,2,8,2,8,2,2,8,NA,1,5,1,NA,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,4,4,4,4,4,1,3,51,1,4,2,NA,NA,NA,4,NA,2,2,NA,2,2,NA,1,5,NA,NA,27012,3.64516129032258,1.16380411847679
101675,1,62215,1,"S",2,27,1,1,1,2,1,1,3,1,2,NA,2,2,2,2,2,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,2,2,2,2,NA,NA,NA,2,NA,2,2,1,1,2,2,2,1,2,2,1,2,3,8,3,2,1,NA,1,1,1,NA,3,3,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,3,3,3,3,3,2,2,53,1,3,2,NA,NA,NA,6,NA,2,3,8,3,2,NA,1,7,NA,NA,55044,1.83870967741935,0.587051634983865
101694,1,62215,1,"U",3,37,1,1,1,3,1,1,2,1,2,NA,3,3,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,2,1,1,1,NA,NA,NA,2,2,2,2,2,2,1,2,2,1,1,3,3,2,2,2,3,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,3,3,2,2,2,3,99,1,6,1,9,9,9,7,3,2,9,9,9,2,NA,9,99,NA,NA,27103,1.41935483870968,0.45316266560158
101703,1,62715,1,"U",3,37,1,1,3,2,2,2,NA,NA,NA,NA,3,3,3,3,1,1,1,NA,1,1,2,2,2,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,2,1,2,1,1,2,1,1,2,1,2,2,8,2,8,8,1,2,2,1,5,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,2,1,2,4,4,4,4,4,3,1,44,1,2,2,NA,NA,NA,8,NA,2,2,NA,4,2,NA,8,9,NA,NA,28269,2.2258064516129,0.710641452875205
101715,1,62215,1,"U",1,36,1,2,3,3,1,1,2,2,NA,NA,3,3,2,2,3,1,1,NA,1,2,2,2,1,1,2,2,3,2,1,2,1,2,1,1,NA,1,2,2,2,NA,NA,NA,2,2,2,2,8,2,2,2,8,8,1,2,2,8,3,2,3,1,2,2,1,1,2,4,3,1,1,2,1,4,1,1,2,2,2,1,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,1,1,4,4,4,4,4,2,3,45,6,1,1,0,2,0,4,NA,2,2,NA,3,2,NA,2,99,NA,NA,11366,2.74193548387097,0.875427876730326
101733,1,62415,1,"S",3,51,1,1,1,1,1,1,2,1,2,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,2,2,2,2,NA,NA,NA,2,2,2,2,1,1,2,2,1,8,1,2,3,2,8,8,3,8,8,2,1,3,2,1,3,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,2,4,4,4,4,4,1,4,66,6,3,2,NA,NA,NA,8,NA,2,2,NA,4,2,NA,1,3,NA,NA,23831,1.41935483870968,0.45316266560158
101737,1,62215,1,"S",3,12,1,2,3,4,1,1,1,1,2,NA,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,1,NA,1,2,2,1,NA,NA,NA,2,2,1,2,2,2,1,1,2,1,2,2,2,8,2,8,2,2,1,NA,4,NA,NA,NA,3,1,1,3,3,2,2,1,1,1,1,1,1,1,1,2,4,1,1,1,2,2,1,4,1,2,1,2,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,31,2,2,1,0,2,0,4,NA,2,3,8,3,2,NA,1,3,NA,NA,33974,5.2258064516129,1.66846254153309
101781,1,62215,1,"S",4,32,2,2,1,3,1,1,2,1,2,NA,3,3,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,2,2,1,2,2,1,1,2,2,2,2,2,1,2,3,2,2,3,3,1,1,1,NA,1,5,2,4,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,8,2,1,1,1,1,4,3,4,3,3,2,3,52,1,2,2,NA,NA,NA,8,NA,2,1,NA,2,2,NA,1,9,NA,NA,89523,1.67741935483871,0.53555587752914
101786,1,62215,1,"S",3,45,1,2,1,1,1,1,2,1,1,2,3,1,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,2,1,1,1,1,2,2,2,1,2,2,2,3,1,8,2,8,1,2,NA,1,6,2,1,3,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,4,4,4,4,4,1,3,30,6,3,2,NA,NA,NA,8,NA,2,2,NA,3,2,NA,1,2,NA,NA,29687,2.45161290322581,0.782735513311821
101808,1,62215,1,"S",1,36,2,2,1,3,1,1,2,1,2,NA,1,1,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,2,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,8,3,8,2,1,1,2,1,1,2,1,3,2,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,2,1,4,2,4,2,4,4,1,52,1,3,1,0,0,1,6,NA,2,1,NA,3,2,NA,1,9,NA,NA,11740,4.06451612903226,1.29769308785907
101813,1,62315,1,"S",4,6,1,1,1,2,1,1,1,1,2,NA,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,2,2,1,1,NA,NA,NA,2,2,1,1,1,1,2,2,2,1,1,8,1,1,3,8,3,1,1,2,1,1,2,1,3,1,1,2,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,3,3,4,2,3,2,2,55,1,2,1,0,0,1,6,NA,2,1,NA,3,2,NA,1,9,NA,NA,94945,1.48387096774194,0.47376096858347
101821,1,62215,1,"R",3,1,2,1,2,4,1,2,1,1,2,NA,3,3,3,3,3,1,2,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,2,2,2,2,NA,1,1,1,1,1,2,1,1,2,3,1,8,3,8,3,1,1,NA,1,3,2,1,3,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,4,4,4,4,1,1,53,1,3,2,NA,NA,NA,4,NA,2,1,NA,1,2,NA,1,8,NA,NA,35769,3.67741935483871,1.17410326996773
101851,1,62215,1,"S",4,4,1,1,2,2,1,2,1,1,2,NA,2,1,2,2,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,2,2,1,NA,NA,NA,2,NA,1,8,1,2,2,2,1,1,2,8,8,8,8,8,3,2,1,NA,1,1,2,4,3,1,1,1,1,8,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,2,4,4,4,4,2,3,66,1,2,2,NA,NA,NA,6,NA,1,2,NA,3,2,NA,1,99,NA,NA,85296,1.35483870967742,0.43256436261969
101852,1,62315,1,"R",3,48,1,2,1,2,1,1,2,2,NA,NA,3,3,3,3,3,1,1,NA,2,2,1,2,1,1,1,8,1,2,2,2,1,1,1,1,NA,1,2,1,1,NA,NA,NA,2,2,2,2,2,2,8,8,2,1,1,2,2,3,3,8,3,1,8,2,1,5,2,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,8,NA,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,4,4,4,4,1,3,42,1,3,1,0,0,2,6,3,2,1,NA,1,2,NA,1,7,NA,NA,75431,3.51612903225806,1.12260751251301
101866,1,62215,1,"S",2,27,1,2,1,3,1,1,2,1,2,NA,2,3,1,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,2,1,2,1,NA,NA,NA,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,2,2,1,NA,1,2,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,2,1,4,4,4,4,4,2,2,18,6,4,2,NA,NA,NA,3,2,2,1,NA,3,2,NA,1,98,NA,NA,55025,3.80645161290323,1.21529987593151
101881,1,62215,1,"R",2,55,1,1,1,3,2,2,NA,NA,NA,NA,3,1,2,3,3,1,2,1,1,1,2,2,NA,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,1,1,1,1,2,2,8,2,2,8,2,8,8,8,3,1,1,NA,2,8,1,NA,3,2,4,5,5,3,5,1,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,3,4,4,3,1,1,54,5,1,2,NA,NA,NA,2,NA,1,3,8,3,2,NA,1,3,NA,NA,54428,2.29032258064516,0.731239755857095
101905,1,62715,1,"S",4,6,2,1,1,1,1,1,2,1,2,NA,3,3,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,2,2,2,2,2,2,1,1,2,1,1,1,2,8,2,8,8,8,2,1,2,NA,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,1,1,3,4,4,4,1,1,2,50,1,2,1,0,0,1,8,NA,2,2,NA,4,2,NA,1,9,NA,NA,94301,1.93548387096774,0.6179490894567
101912,1,62215,1,"S",4,6,1,2,1,2,1,1,1,1,2,NA,3,3,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,2,2,2,2,NA,NA,NA,2,2,2,1,1,2,2,2,1,2,1,2,2,2,8,3,3,1,1,2,1,1,2,2,3,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,2,1,1,2,4,4,4,4,3,3,50,1,2,2,NA,NA,NA,8,NA,2,3,8,3,2,NA,1,8,NA,NA,92026,2.16129032258065,0.690043149893316
101921,1,62215,1,"S",4,41,2,2,2,2,1,1,2,1,2,NA,3,3,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,1,NA,2,1,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,1,2,1,2,8,1,1,8,8,3,1,1,NA,1,5,2,1,3,2,2,8,2,2,2,1,1,2,1,1,2,1,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,4,4,4,4,2,2,4,99,9,9,9,NA,NA,NA,99,NA,9,2,NA,5,9,NA,9,99,NA,NA,97405,1,0.319273696219295
101924,1,62315,1,"S",1,36,2,1,2,3,1,1,2,1,2,NA,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,2,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,NA,2,1,2,1,3,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,2,4,4,4,4,4,2,3,22,6,3,2,NA,NA,NA,6,NA,2,2,NA,3,2,NA,2,6,NA,NA,11096,2.29032258064516,0.731239755857095
101951,1,62715,1,"S",1,42,1,2,2,3,1,1,2,1,2,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,2,2,1,2,1,1,1,2,1,1,1,1,8,2,2,8,1,2,2,1,1,6,1,NA,3,2,1,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,2,3,4,3,4,3,2,2,36,2,2,1,0,1,1,5,NA,2,1,NA,3,2,NA,1,6,NA,NA,15066,6.12903225806452,1.95683878327955
101960,1,62415,1,"U",1,36,2,1,1,3,1,1,2,1,2,NA,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,3,3,1,2,1,1,2,1,NA,3,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,4,4,4,3,3,2,61,1,4,1,0,0,1,4,NA,2,2,NA,5,1,3,1,5,NA,NA,10016,3.19354838709677,1.01961599760356
101962,1,62315,1,"S",2,18,1,2,2,3,1,1,2,1,2,NA,2,2,2,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,2,2,1,2,8,8,2,2,8,1,2,3,1,2,3,8,2,1,1,NA,1,6,2,1,3,2,1,1,2,5,2,1,1,1,2,1,2,1,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,8,2,1,1,1,2,4,4,4,2,2,2,2,52,1,3,2,NA,NA,NA,8,NA,2,1,NA,1,2,NA,1,8,NA,NA,47802,1.70967741935484,0.545855029020085
101976,1,62315,1,"S",1,36,1,2,1,1,1,1,1,1,2,NA,3,1,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,2,2,1,NA,NA,NA,2,2,1,1,2,2,1,1,2,1,1,3,2,1,3,1,3,1,8,2,5,3,2,1,3,1,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,1,1,1,2,4,4,4,4,4,1,2,45,1,6,1,5,4,1,3,NA,2,4,9,3,1,3,6,8,NA,NA,12524,5.25806451612903,1.67876169302404
